iter	Logloss
200	0.6662813745
201	0.6662661362
202	0.6662533159
203	0.6662394919
204	0.6662276754
205	0.6662161326
206	0.6662018068
207	0.6661892146
208	0.666172562
209	0.6661592399
210	0.6661474233
211	0.6661346031
212	0.6661207335
213	0.6661111525
214	0.6660973285
215	0.6660849645
216	0.6660727373
217	0.6660575903
218	0.6660460018
219	0.666030946
220	0.6660166202
221	0.6660009712
222	0.6659897934
223	0.6659773838
224	0.6659664797
225	0.6659548457
226	0.6659430291
227	0.6659323988
228	0.6659195786
229	0.6659073058
230	0.6658962192
231	0.6658816653
232	0.6658685256
233	0.6658544735
234	0.6658444363
235	0.6658325285
236	0.6658202101
237	0.6658078917
238	0.6657954821
239	0.6657837568
240	0.6657733546
241	0.6657588919
242	0.6657466647
243	0.6657346657
244	0.6657227123
245	0.6657094814
246	0.6656996723
247	0.6656881295
248	0.665675948
249	0.6656632646
250	0.6656510374
251	0.6656399965
252	0.6656287275
253	0.6656171847
254	0.6656061893
255	0.6655974296
256	0.6655869818
257	0.6655757583
258	0.6655628468
259	0.6655514865
260	0.6655405368
261	0.6655290853
262	0.6655170406
263	0.665507414
264	0.6654958256
265	0.6654829597
266	0.6654717363
267	0.6654622466
268	0.6654509775
269	0.6654388416
270	0.6654286675
271	0.6654162123
272	0.6654056732
273	0.6653938566
274	0.6653841844
275	0.6653743297
276	0.6653624219
277	0.6653505141
278	0.6653415719
279	0.6653313978
280	0.6653209043
281	0.6653095897
282	0.6652983206
283	0.6652857741
284	0.6652754175
285	0.6652650153
286	0.6652553431
287	0.665244439
288	0.6652367742
289	0.6652261895
290	0.6652135974
291	0.6652040164
292	0.6651938423
293	0.6651861319
294	0.6651788321
295	0.6651670612
296	0.6651534654
297	0.6651419682
298	0.6651329347
299	0.6651221219
300	0.6651121303
301	0.6651024124
302	0.6650919646
303	0.6650802849
304	0.6650701565
305	0.6650635867
306	0.6650539601
307	0.6650409573
308	0.6650321519
309	0.665021476
310	0.6650123969
311	0.6650020859
312	0.6649882619
313	0.6649771754
314	0.6649681875
315	0.6649593821
316	0.6649524017
317	0.6649419083
318	0.6649343803
319	0.66492448
320	0.6649151271
321	0.6649072342
322	0.6648984289
323	0.6648880723
324	0.6648783544
325	0.6648704159
326	0.6648604243
327	0.6648511171
328	0.6648408518
329	0.6648333695
330	0.6648233323
331	0.6648166256
332	0.6648096451
333	0.6648003379
334	0.66479208
335	0.6647817234
336	0.6647731462
337	0.6647645233
338	0.664756676
339	0.664747095
340	0.6647395215
341	0.6647300318
342	0.6647204052
343	0.6647121929
344	0.6647033875
345	0.6646936697
346	0.6646836781
347	0.6646756027
348	0.6646671623
349	0.6646580832
350	0.6646499166
351	0.6646424343
352	0.6646344958
353	0.6646249604
354	0.6646162919
355	0.6646077603
356	0.6645994567
357	0.6645891458
358	0.6645809335
359	0.6645724019
360	0.6645638703
361	0.6645559317
362	0.6645467614
363	0.6645367242
364	0.6645286488
365	0.6645203453
366	0.6645134104
367	0.6645053351
368	0.6644967578
369	0.6644881349
370	0.664479147
371	0.6644697029
372	0.6644619013
373	0.6644541909
374	0.6644454768
375	0.6644373101
376	0.6644284135
377	0.6644198819
378	0.6644103465
379	0.6644004918
380	0.664393557
381	0.6643824704
382	0.6643734369
383	0.664367004
384	0.6643562368
385	0.6643473402
386	0.6643382611
387	0.6643287257
388	0.6643198747
389	0.664310385
390	0.6643006215
391	0.6642932761
392	0.6642849726
393	0.6642769884
394	0.6642691412
395	0.6642596058
396	0.6642512567
397	0.6642421775
398	0.6642359727
399	0.6642272586
400	0.6642190463
401	0.6642092372
402	0.6642018918
403	0.6641944095
404	0.6641879766
405	0.6641801293
406	0.6641694534
407	0.6641612867
408	0.6641530288
409	0.6641471434
410	0.6641370149
411	0.6641300801
412	0.6641205904
413	0.6641106444
414	0.664102569
415	0.6640941286
416	0.6640867376
417	0.6640781603
418	0.6640695375
419	0.6640614621
420	0.6640521548
421	0.66404449
422	0.6640376921
423	0.6640279286
424	0.6640208113
425	0.6640127359
426	0.66400206
427	0.6639936652
428	0.6639859548
429	0.6639794763
430	0.663971629
431	0.6639626867
432	0.6639560713
433	0.6639485434
434	0.6639431598
435	0.6639348563
436	0.6639279671
437	0.6639211236
438	0.6639146906
439	0.663906889
440	0.6638999998
441	0.6638937037
442	0.6638879095
443	0.6638802903
444	0.6638723062
445	0.6638654626
446	0.6638564291
447	0.6638487644
448	0.663841054
449	0.6638313361
450	0.6638245838
451	0.6638174209
452	0.6638105317
453	0.6638035969
454	0.663795704
455	0.6637869899
456	0.6637789145
457	0.6637700635
458	0.6637635849
459	0.6637562395
460	0.6637482553
461	0.6637420961
462	0.6637346139
463	0.6637286372
464	0.6637220673
465	0.6637151782
466	0.6637065553
467	0.6637003961
468	0.6636941913
469	0.6636857965
470	0.6636789073
471	0.6636699651
472	0.6636617984
473	0.6636519437
474	0.6636442333
475	0.6636355192
476	0.6636289037
477	0.6636220146
478	0.663616266
479	0.6636088293
480	0.6636004802
481	0.6635929066
482	0.6635853331
483	0.6635784896
484	0.6635702773
485	0.6635632056
486	0.6635568639
487	0.6635488798
488	0.6635392532
489	0.663531634
490	0.6635257029
491	0.6635179013
492	0.6635122896
493	0.6635066322
494	0.66349842
495	0.6634898883
496	0.6634809917
497	0.6634693577
498	0.6634612366
499	0.6634548949
500	0.6634481883
501	0.6634390179
502	0.6634308513
503	0.6634238708
504	0.6634172554
505	0.6634085413
506	0.6634022452
507	0.6633935767
508	0.6633845888
509	0.6633769697
510	0.6633688943
511	0.6633630088
512	0.6633559828
513	0.663347588
514	0.663340197
515	0.6633338553
516	0.6633281067
517	0.6633213088
518	0.6633161989
519	0.6633067548
520	0.6632997287
521	0.6632939802
522	0.6632875016
523	0.6632793806
524	0.6632711683
525	0.663265146
526	0.6632586218
527	0.6632510939
528	0.6632452997
529	0.6632380911
530	0.6632313388
531	0.663226229
532	0.6632213928
533	0.6632108538
534	0.6632053333
535	0.6631981704
536	0.6631911443
537	0.6631839358
538	0.6631776853
539	0.6631704312
540	0.6631638157
541	0.6631573828
542	0.6631512692
543	0.6631436044
544	0.6631378102
545	0.663132381
546	0.6631258568
547	0.6631206557
548	0.6631149984
549	0.6631075617
550	0.6631002163
551	0.6630935552
552	0.663087761
553	0.6630811
554	0.6630747583
555	0.6630684166
556	0.6630610712
557	0.6630525395
558	0.6630454679
559	0.6630371643
560	0.6630296821
561	0.6630227016
562	0.6630159949
563	0.6630091514
564	0.6629973805
565	0.6629916319
566	0.6629869326
567	0.6629805909
568	0.6629734736
569	0.6629686375
570	0.6629611096
571	0.6629526692
572	0.6629447307
573	0.6629371572
574	0.6629314086
575	0.662925295
576	0.6629181777
577	0.6629123835
578	0.6629057225
579	0.6628972364
580	0.6628904385
581	0.6628829106
582	0.6628762495
583	0.6628693604
584	0.6628612393
585	0.6628533921
586	0.6628458185
587	0.6628376975
588	0.6628316752
589	0.6628233717
590	0.6628166194
591	0.6628084071
592	0.6628008336
593	0.6627945375
594	0.6627889258
595	0.6627807135
596	0.66277387
597	0.6627695813
598	0.6627641521
599	0.6627569892
600	0.6627504194
601	0.6627438952
602	0.6627377816
603	0.6627312574
604	0.6627241401
605	0.6627191671
606	0.6627118673
607	0.6627040657
608	0.662697724
609	0.6626912454
610	0.6626843563
611	0.6626771477
612	0.662669711
613	0.6626642362
614	0.6626579401
615	0.6626509141
616	0.6626437055
617	0.662637592
618	0.6626296078
619	0.6626223536
620	0.662614187
621	0.6626059747
622	0.662599633
623	0.6625908277
624	0.662583391
625	0.6625762281
626	0.6625697951
627	0.6625632253
628	0.6625535531
629	0.6625480783
630	0.6625411435
631	0.6625345736
632	0.6625262245
633	0.6625200653
634	0.6625141342
635	0.6625062869
636	0.6624988959
637	0.6624932386
638	0.6624861669
639	0.6624802358
640	0.6624721148
641	0.6624648606
642	0.662458747
643	0.6624546409
644	0.6624478886
645	0.6624399045
646	0.6624331065
647	0.6624257611
648	0.6624199213
649	0.6624134883
650	0.6624059148
651	0.6623998012
652	0.6623950564
653	0.6623891253
654	0.6623808218
655	0.662374252
656	0.6623660853
657	0.6623610667
658	0.6623537213
659	0.662347699
660	0.6623415398
661	0.6623365212
662	0.6623308638
663	0.6623246134
664	0.6623188648
665	0.6623095119
666	0.6623038546
667	0.6622974216
668	0.6622917187
669	0.6622851945
670	0.6622780772
671	0.6622712336
672	0.6622648919
673	0.6622558584
674	0.6622480568
675	0.6622424451
676	0.6622366965
677	0.6622310848
678	0.6622239219
679	0.6622183558
680	0.6622104172
681	0.6622028437
682	0.6621962283
683	0.6621914378
684	0.6621840011
685	0.6621772032
686	0.6621689909
687	0.6621619649
688	0.6621561707
689	0.6621502396
690	0.6621443997
691	0.6621390161
692	0.6621331763
693	0.662126789
694	0.6621214966
695	0.6621146531
696	0.6621080377
697	0.6621010116
698	0.6620950805
699	0.6620866401
700	0.6620794772
701	0.6620726793
702	0.6620670219
703	0.6620612734
704	0.6620542929
705	0.6620475406
706	0.6620420202
707	0.6620351766
708	0.6620292911
709	0.6620222651
710	0.6620168359
711	0.6620115892
712	0.662005065
713	0.6619985864
714	0.6619934765
715	0.6619858118
716	0.6619796069
717	0.6619725809
718	0.6619672429
719	0.661962498
720	0.661955837
721	0.6619494497
722	0.6619444311
723	0.6619389106
724	0.6619327058
725	0.6619260447
726	0.661920798
727	0.6619135894
728	0.6619077496
729	0.6619023204
730	0.6618944275
731	0.6618868083
732	0.6618826566
733	0.6618760868
734	0.6618708857
735	0.6618653196
736	0.6618566511
737	0.661851085
738	0.6618452451
739	0.6618401353
740	0.6618333373
741	0.661828045
742	0.6618213839
743	0.6618170497
744	0.6618104799
745	0.6618061
746	0.661800397
747	0.6617946941
748	0.661788398
749	0.6617827863
750	0.6617758059
751	0.6617693273
752	0.6617634418
753	0.6617579214
754	0.6617524009
755	0.6617452836
756	0.6617402194
757	0.6617344252
758	0.6617284941
759	0.6617221524
760	0.6617168144
761	0.6617112939
762	0.6617053629
763	0.661697835
764	0.6616921776
765	0.6616864747
766	0.6616781255
767	0.6616745669
768	0.6616674039
769	0.6616614729
770	0.6616557699
771	0.6616497932
772	0.6616433603
773	0.6616381135
774	0.6616300381
775	0.6616246545
776	0.6616189972
777	0.6616125643
778	0.6616055382
779	0.6616010215
780	0.6615929917
781	0.6615875625
782	0.6615809014
783	0.6615745597
784	0.6615699517
785	0.6615652981
786	0.6615593214
787	0.6615533903
788	0.661548098
789	0.6615428969
790	0.6615361902
791	0.6615300766
792	0.661525058
793	0.6615177126
794	0.661511234
795	0.6615055767
796	0.6614988244
797	0.6614927108
798	0.6614876922
799	0.661481168
800	0.661475465
801	0.6614694883
802	0.6614617323
803	0.66145498
804	0.6614482277
805	0.6614425247
806	0.6614370955
807	0.6614301151
808	0.6614211272
809	0.6614152417
810	0.6614084894
811	0.6614035165
812	0.6613974941
813	0.6613905593
814	0.661385267
815	0.6613800202
816	0.6613758685
817	0.6613683406
818	0.6613625007
819	0.6613558397
820	0.6613503192
821	0.6613459393
822	0.6613393695
823	0.6613331647
824	0.6613285111
825	0.6613219869
826	0.6613174245
827	0.6613105354
828	0.6613039655
829	0.6612973045
830	0.6612906434
831	0.6612845298
832	0.6612782794
833	0.6612712077
834	0.6612662347
835	0.6612604862
836	0.6612536882
837	0.6612483959
838	0.6612416892
839	0.6612364881
840	0.6612315151
841	0.6612267246
842	0.6612190142
843	0.6612131287
844	0.661207517
845	0.6612020878
846	0.6611974798
847	0.6611905906
848	0.6611858002
849	0.6611780441
850	0.6611714743
851	0.6611659538
852	0.6611581066
853	0.6611529511
854	0.6611474762
855	0.6611398571
856	0.6611341085
857	0.6611277212
858	0.6611230219
859	0.6611149922
860	0.6611093348
861	0.6611050918
862	0.6611001645
863	0.6610923172
864	0.6610853824
865	0.6610796794
866	0.6610745239
867	0.661067726
868	0.6610601525
869	0.6610555445
870	0.6610488378
871	0.6610424961
872	0.6610377056
873	0.6610325501
874	0.6610256153
875	0.6610194105
876	0.6610121563
877	0.6610070921
878	0.6610029404
879	0.660997648
880	0.66099231
881	0.6609865614
882	0.6609814516
883	0.6609762049
884	0.6609716425
885	0.6609676276
886	0.6609628371
887	0.660958001
888	0.6609525262
889	0.6609467776
890	0.6609411202
891	0.6609333186
892	0.6609284369
893	0.660922962
894	0.6609188559
895	0.6609139285
896	0.6609052144
897	0.6608994658
898	0.6608950403
899	0.6608898848
900	0.6608852312
901	0.6608789351
902	0.6608725022
903	0.6608668905
904	0.6608584957
905	0.6608535684
906	0.6608484129
907	0.6608421168
908	0.6608367788
909	0.6608308021
910	0.6608260116
911	0.6608200806
912	0.6608149251
913	0.6608100433
914	0.6608048422
915	0.6607995043
916	0.6607927063
917	0.6607871859
918	0.6607813004
919	0.6607760537
920	0.6607695751
921	0.6607614541
922	0.6607574392
923	0.6607524206
924	0.6607465808
925	0.6607413341
926	0.660735768
927	0.66073116
928	0.6607260045
929	0.6607199365
930	0.6607148723
931	0.6607089868
932	0.660704242
933	0.6606987671
934	0.6606938398
935	0.6606874068
936	0.6606820232
937	0.6606761834
938	0.6606713017
939	0.6606653706
940	0.6606599414
941	0.6606536453
942	0.6606478511
943	0.6606418288
944	0.6606354871
945	0.6606301491
946	0.6606242636
947	0.6606174657
948	0.6606132683
949	0.6606093447
950	0.660603368
951	0.6605977106
952	0.6605922358
953	0.6605864416
954	0.6605815142
955	0.6605748075
956	0.6605704277
957	0.6605656828
958	0.6605586111
959	0.66055341
960	0.6605462015
961	0.6605416391
962	0.6605354799
963	0.6605290013
964	0.660523344
965	0.6605191922
966	0.6605122574
967	0.660506007
968	0.6605008971
969	0.6604968366
970	0.660492183
971	0.6604856588
972	0.6604808227
973	0.6604734317
974	0.6604684587
975	0.6604646719
976	0.6604568703
977	0.6604530379
978	0.6604453731
979	0.6604388489
980	0.6604333284
981	0.6604273061
982	0.6604218313
983	0.6604167214
984	0.6604115659
985	0.6604069123
986	0.6604023956
987	0.6603950502
988	0.6603896666
989	0.6603836899
990	0.6603781694
991	0.6603731964
992	0.6603655772
993	0.6603591443
994	0.6603535326
995	0.6603478752
996	0.6603426285
997	0.6603365149
998	0.6603310401
999	0.6603240597
